pacote,versao,local_lockfile,tipo,marcado_dev,opcional,candidato_windows_x64,script_instalacao_declarado,os_declarado,cpu_declarada,node_engines,origem_url,host_origem,integridade_algoritmo,categoria_avaliacao,pontos_para_revisao,cadeia_exemplo,situacao_nexus
@napi-rs/nice-darwin-arm64,1.1.1,node_modules/@napi-rs/nice-darwin-arm64,transitiva,true,true,false,false,darwin,arm64,>= 10,https://registry.npmjs.org/@napi-rs/nice-darwin-arm64/-/nice-darwin-arm64-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-darwin-arm64@1.1.1,NAO_VERIFICADA
@napi-rs/nice-darwin-x64,1.1.1,node_modules/@napi-rs/nice-darwin-x64,transitiva,true,true,false,false,darwin,x64,>= 10,https://registry.npmjs.org/@napi-rs/nice-darwin-x64/-/nice-darwin-x64-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-darwin-x64@1.1.1,NAO_VERIFICADA
@napi-rs/nice-freebsd-x64,1.1.1,node_modules/@napi-rs/nice-freebsd-x64,transitiva,true,true,false,false,freebsd,x64,>= 10,https://registry.npmjs.org/@napi-rs/nice-freebsd-x64/-/nice-freebsd-x64-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-freebsd-x64@1.1.1,NAO_VERIFICADA
@napi-rs/nice-linux-arm-gnueabihf,1.1.1,node_modules/@napi-rs/nice-linux-arm-gnueabihf,transitiva,true,true,false,false,linux,arm,>= 10,https://registry.npmjs.org/@napi-rs/nice-linux-arm-gnueabihf/-/nice-linux-arm-gnueabihf-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-linux-arm-gnueabihf@1.1.1,NAO_VERIFICADA
@napi-rs/nice-linux-arm64-gnu,1.1.1,node_modules/@napi-rs/nice-linux-arm64-gnu,transitiva,true,true,false,false,linux,arm64,>= 10,https://registry.npmjs.org/@napi-rs/nice-linux-arm64-gnu/-/nice-linux-arm64-gnu-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-linux-arm64-gnu@1.1.1,NAO_VERIFICADA
@napi-rs/nice-linux-arm64-musl,1.1.1,node_modules/@napi-rs/nice-linux-arm64-musl,transitiva,true,true,false,false,linux,arm64,>= 10,https://registry.npmjs.org/@napi-rs/nice-linux-arm64-musl/-/nice-linux-arm64-musl-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-linux-arm64-musl@1.1.1,NAO_VERIFICADA
@napi-rs/nice-linux-ppc64-gnu,1.1.1,node_modules/@napi-rs/nice-linux-ppc64-gnu,transitiva,true,true,false,false,linux,ppc64,>= 10,https://registry.npmjs.org/@napi-rs/nice-linux-ppc64-gnu/-/nice-linux-ppc64-gnu-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-linux-ppc64-gnu@1.1.1,NAO_VERIFICADA
@napi-rs/nice-linux-riscv64-gnu,1.1.1,node_modules/@napi-rs/nice-linux-riscv64-gnu,transitiva,true,true,false,false,linux,riscv64,>= 10,https://registry.npmjs.org/@napi-rs/nice-linux-riscv64-gnu/-/nice-linux-riscv64-gnu-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-linux-riscv64-gnu@1.1.1,NAO_VERIFICADA
@napi-rs/nice-linux-s390x-gnu,1.1.1,node_modules/@napi-rs/nice-linux-s390x-gnu,transitiva,true,true,false,false,linux,s390x,>= 10,https://registry.npmjs.org/@napi-rs/nice-linux-s390x-gnu/-/nice-linux-s390x-gnu-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-linux-s390x-gnu@1.1.1,NAO_VERIFICADA
@napi-rs/nice-linux-x64-gnu,1.1.1,node_modules/@napi-rs/nice-linux-x64-gnu,transitiva,true,true,false,false,linux,x64,>= 10,https://registry.npmjs.org/@napi-rs/nice-linux-x64-gnu/-/nice-linux-x64-gnu-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-linux-x64-gnu@1.1.1,NAO_VERIFICADA
@napi-rs/nice-linux-x64-musl,1.1.1,node_modules/@napi-rs/nice-linux-x64-musl,transitiva,true,true,false,false,linux,x64,>= 10,https://registry.npmjs.org/@napi-rs/nice-linux-x64-musl/-/nice-linux-x64-musl-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-linux-x64-musl@1.1.1,NAO_VERIFICADA
@napi-rs/nice-openharmony-arm64,1.1.1,node_modules/@napi-rs/nice-openharmony-arm64,transitiva,true,true,false,false,openharmony,arm64,>= 10,https://registry.npmjs.org/@napi-rs/nice-openharmony-arm64/-/nice-openharmony-arm64-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-openharmony-arm64@1.1.1,NAO_VERIFICADA
@napi-rs/nice-win32-arm64-msvc,1.1.1,node_modules/@napi-rs/nice-win32-arm64-msvc,transitiva,true,true,false,false,win32,arm64,>= 10,https://registry.npmjs.org/@napi-rs/nice-win32-arm64-msvc/-/nice-win32-arm64-msvc-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-win32-arm64-msvc@1.1.1,NAO_VERIFICADA
@napi-rs/nice-win32-ia32-msvc,1.1.1,node_modules/@napi-rs/nice-win32-ia32-msvc,transitiva,true,true,false,false,win32,ia32,>= 10,https://registry.npmjs.org/@napi-rs/nice-win32-ia32-msvc/-/nice-win32-ia32-msvc-1.1.1.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-win32-ia32-msvc@1.1.1,NAO_VERIFICADA
@napi-rs/nice-win32-x64-msvc,1.1.1,node_modules/@napi-rs/nice-win32-x64-msvc,transitiva,true,true,true,false,win32,x64,>= 10,https://registry.npmjs.org/@napi-rs/nice-win32-x64-msvc/-/nice-win32-x64-msvc-1.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_OPCIONAL,"artefato nativo Windows x64: confirmar disponibilidade | opcional: ausência pode afetar desempenho ou build, depende do consumidor",@angular/build@21.2.21 > piscina@5.2.0 > @napi-rs/nice@1.1.1 > @napi-rs/nice-win32-x64-msvc@1.1.1,NAO_VERIFICADA
@napi-rs/wasm-runtime,1.2.3,node_modules/@napi-rs/wasm-runtime,transitiva,true,true,true,false,,,^20.19.0 || ^22.13.0 || >=23.5.0,https://registry.npmjs.org/@napi-rs/wasm-runtime/-/wasm-runtime-1.2.3.tgz,registry.npmjs.org,sha512,CANDIDATO_OPCIONAL,"opcional: ausência pode afetar desempenho ou build, depende do consumidor",@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-wasm32-wasi@1.0.0-rc.4 > @napi-rs/wasm-runtime@1.2.3,NAO_VERIFICADA
@npmcli/agent,4.0.2,node_modules/@npmcli/agent,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/agent/-/agent-4.0.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > npm-registry-fetch@19.1.1 > make-fetch-happen@15.0.6 > @npmcli/agent@4.0.2,NAO_VERIFICADA
@npmcli/fs,5.0.0,node_modules/@npmcli/fs,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/fs/-/fs-5.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > cacache@20.0.4 > @npmcli/fs@5.0.0,NAO_VERIFICADA
@npmcli/git,7.0.2,node_modules/@npmcli/git,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/git/-/git-7.0.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/git@7.0.2,NAO_VERIFICADA
@npmcli/installed-package-contents,4.0.0,node_modules/@npmcli/installed-package-contents,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/installed-package-contents/-/installed-package-contents-4.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/installed-package-contents@4.0.0,NAO_VERIFICADA
@npmcli/node-gyp,5.0.0,node_modules/@npmcli/node-gyp,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/node-gyp/-/node-gyp-5.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/run-script@10.0.4 > @npmcli/node-gyp@5.0.0,NAO_VERIFICADA
@npmcli/package-json,7.0.5,node_modules/@npmcli/package-json,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/package-json/-/package-json-7.0.5.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/package-json@7.0.5,NAO_VERIFICADA
@npmcli/promise-spawn,9.0.1,node_modules/@npmcli/promise-spawn,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/promise-spawn/-/promise-spawn-9.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/promise-spawn@9.0.1,NAO_VERIFICADA
@npmcli/redact,4.0.0,node_modules/@npmcli/redact,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/redact/-/redact-4.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > npm-registry-fetch@19.1.1 > @npmcli/redact@4.0.0,NAO_VERIFICADA
@npmcli/run-script,10.0.4,node_modules/@npmcli/run-script,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/@npmcli/run-script/-/run-script-10.0.4.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/run-script@10.0.4,NAO_VERIFICADA
@oxc-project/types,0.113.0,node_modules/@oxc-project/types,transitiva,true,false,true,false,,,,https://registry.npmjs.org/@oxc-project/types/-/types-0.113.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @oxc-project/types@0.113.0,NAO_VERIFICADA
@parcel/watcher,2.6.0,node_modules/@parcel/watcher,transitiva,true,true,true,true,,,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher/-/watcher-2.6.0.tgz,registry.npmjs.org,sha512,CANDIDATO_OPCIONAL,"script de instalação declarado: requer avaliação | opcional: ausência pode afetar desempenho ou build, depende do consumidor",@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0,NAO_VERIFICADA
@parcel/watcher-android-arm64,2.6.0,node_modules/@parcel/watcher-android-arm64,transitiva,true,true,false,false,android,arm64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-android-arm64/-/watcher-android-arm64-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-android-arm64@2.6.0,NAO_VERIFICADA
@parcel/watcher-darwin-arm64,2.6.0,node_modules/@parcel/watcher-darwin-arm64,transitiva,true,true,false,false,darwin,arm64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-darwin-arm64/-/watcher-darwin-arm64-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-darwin-arm64@2.6.0,NAO_VERIFICADA
@parcel/watcher-darwin-x64,2.6.0,node_modules/@parcel/watcher-darwin-x64,transitiva,true,true,false,false,darwin,x64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-darwin-x64/-/watcher-darwin-x64-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-darwin-x64@2.6.0,NAO_VERIFICADA
@parcel/watcher-freebsd-x64,2.6.0,node_modules/@parcel/watcher-freebsd-x64,transitiva,true,true,false,false,freebsd,x64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-freebsd-x64/-/watcher-freebsd-x64-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-freebsd-x64@2.6.0,NAO_VERIFICADA
@parcel/watcher-linux-arm-glibc,2.6.0,node_modules/@parcel/watcher-linux-arm-glibc,transitiva,true,true,false,false,linux,arm,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-linux-arm-glibc/-/watcher-linux-arm-glibc-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-linux-arm-glibc@2.6.0,NAO_VERIFICADA
@parcel/watcher-linux-arm-musl,2.6.0,node_modules/@parcel/watcher-linux-arm-musl,transitiva,true,true,false,false,linux,arm,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-linux-arm-musl/-/watcher-linux-arm-musl-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-linux-arm-musl@2.6.0,NAO_VERIFICADA
@parcel/watcher-linux-arm64-glibc,2.6.0,node_modules/@parcel/watcher-linux-arm64-glibc,transitiva,true,true,false,false,linux,arm64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-linux-arm64-glibc/-/watcher-linux-arm64-glibc-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-linux-arm64-glibc@2.6.0,NAO_VERIFICADA
@parcel/watcher-linux-arm64-musl,2.6.0,node_modules/@parcel/watcher-linux-arm64-musl,transitiva,true,true,false,false,linux,arm64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-linux-arm64-musl/-/watcher-linux-arm64-musl-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-linux-arm64-musl@2.6.0,NAO_VERIFICADA
@parcel/watcher-linux-x64-glibc,2.6.0,node_modules/@parcel/watcher-linux-x64-glibc,transitiva,true,true,false,false,linux,x64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-linux-x64-glibc/-/watcher-linux-x64-glibc-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-linux-x64-glibc@2.6.0,NAO_VERIFICADA
@parcel/watcher-linux-x64-musl,2.6.0,node_modules/@parcel/watcher-linux-x64-musl,transitiva,true,true,false,false,linux,x64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-linux-x64-musl/-/watcher-linux-x64-musl-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-linux-x64-musl@2.6.0,NAO_VERIFICADA
@parcel/watcher-win32-arm64,2.6.0,node_modules/@parcel/watcher-win32-arm64,transitiva,true,true,false,false,win32,arm64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-win32-arm64/-/watcher-win32-arm64-2.6.0.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-win32-arm64@2.6.0,NAO_VERIFICADA
@parcel/watcher-win32-x64,2.6.0,node_modules/@parcel/watcher-win32-x64,transitiva,true,true,true,false,win32,x64,>= 10.0.0,https://registry.npmjs.org/@parcel/watcher-win32-x64/-/watcher-win32-x64-2.6.0.tgz,registry.npmjs.org,sha512,CANDIDATO_OPCIONAL,"artefato nativo Windows x64: confirmar disponibilidade | opcional: ausência pode afetar desempenho ou build, depende do consumidor",@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > @parcel/watcher-win32-x64@2.6.0,NAO_VERIFICADA
@rolldown/binding-android-arm64,1.0.0-rc.4,node_modules/@rolldown/binding-android-arm64,transitiva,true,true,false,false,android,arm64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-android-arm64/-/binding-android-arm64-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-android-arm64@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-darwin-arm64,1.0.0-rc.4,node_modules/@rolldown/binding-darwin-arm64,transitiva,true,true,false,false,darwin,arm64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-darwin-arm64/-/binding-darwin-arm64-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-darwin-arm64@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-darwin-x64,1.0.0-rc.4,node_modules/@rolldown/binding-darwin-x64,transitiva,true,true,false,false,darwin,x64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-darwin-x64/-/binding-darwin-x64-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-darwin-x64@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-freebsd-x64,1.0.0-rc.4,node_modules/@rolldown/binding-freebsd-x64,transitiva,true,true,false,false,freebsd,x64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-freebsd-x64/-/binding-freebsd-x64-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-freebsd-x64@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-linux-arm-gnueabihf,1.0.0-rc.4,node_modules/@rolldown/binding-linux-arm-gnueabihf,transitiva,true,true,false,false,linux,arm,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-linux-arm-gnueabihf/-/binding-linux-arm-gnueabihf-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-linux-arm-gnueabihf@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-linux-arm64-gnu,1.0.0-rc.4,node_modules/@rolldown/binding-linux-arm64-gnu,transitiva,true,true,false,false,linux,arm64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-linux-arm64-gnu/-/binding-linux-arm64-gnu-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-linux-arm64-gnu@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-linux-arm64-musl,1.0.0-rc.4,node_modules/@rolldown/binding-linux-arm64-musl,transitiva,true,true,false,false,linux,arm64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-linux-arm64-musl/-/binding-linux-arm64-musl-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-linux-arm64-musl@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-linux-x64-gnu,1.0.0-rc.4,node_modules/@rolldown/binding-linux-x64-gnu,transitiva,true,true,false,false,linux,x64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-linux-x64-gnu@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-linux-x64-musl,1.0.0-rc.4,node_modules/@rolldown/binding-linux-x64-musl,transitiva,true,true,false,false,linux,x64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-linux-x64-musl/-/binding-linux-x64-musl-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-linux-x64-musl@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-openharmony-arm64,1.0.0-rc.4,node_modules/@rolldown/binding-openharmony-arm64,transitiva,true,true,false,false,openharmony,arm64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-openharmony-arm64/-/binding-openharmony-arm64-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-openharmony-arm64@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-wasm32-wasi,1.0.0-rc.4,node_modules/@rolldown/binding-wasm32-wasi,transitiva,true,true,false,false,,wasm32,>=14.0.0,https://registry.npmjs.org/@rolldown/binding-wasm32-wasi/-/binding-wasm32-wasi-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-wasm32-wasi@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-win32-arm64-msvc,1.0.0-rc.4,node_modules/@rolldown/binding-win32-arm64-msvc,transitiva,true,true,false,false,win32,arm64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-win32-arm64-msvc/-/binding-win32-arm64-msvc-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,release candidate (verificar política de pré-lançamento) | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-win32-arm64-msvc@1.0.0-rc.4,NAO_VERIFICADA
@rolldown/binding-win32-x64-msvc,1.0.0-rc.4,node_modules/@rolldown/binding-win32-x64-msvc,transitiva,true,true,true,false,win32,x64,^20.19.0 || >=22.12.0,https://registry.npmjs.org/@rolldown/binding-win32-x64-msvc/-/binding-win32-x64-msvc-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,CANDIDATO_OPCIONAL,"artefato nativo Windows x64: confirmar disponibilidade | release candidate (verificar política de pré-lançamento) | opcional: ausência pode afetar desempenho ou build, depende do consumidor",@angular/build@21.2.21 > rolldown@1.0.0-rc.4 > @rolldown/binding-win32-x64-msvc@1.0.0-rc.4,NAO_VERIFICADA
